Iteration	Fold	Weighted accuracy	Unweighted accuracy
0	0	0.8544152744630071	0.8526315789473684
0	1	0.7534693877551021	0.8677248677248677
0	2	0.8687727825030377	0.8526315789473684
0	3	0.8792270531400966	0.8770053475935828
0	4	0.8053763440860215	0.8571428571428571
0	5	0.8002136752136753	0.7967914438502673
0	6	0.8129722921914357	0.8594594594594595
0	7	0.8455730954015099	0.8457446808510638
0	8	0.8587819947043248	0.8186813186813187
0	9	0.8285181733457595	0.8773006134969326
1	0	0.8133198789101918	0.8631578947368421
1	1	0.5503062117235346	0.8415300546448088
1	2	0.6816479400749064	0.8412698412698413
1	3	0.8536009445100354	0.8783068783068783
1	4	0.9698097601323408	0.8279569892473119
1	5	0.9121338912133892	0.8674033149171271
1	6	0.895959595959596	0.8776595744680851
1	7	0.7992307692307692	0.8457446808510638
1	8	0.9417535254445125	0.88268156424581
1	9	0.7948571428571428	0.7941176470588235
2	0	0.8764940239043825	0.8804347826086957
2	1	0.8597464342313788	0.9021739130434783
2	2	0.8072502210433244	0.8670212765957447
2	3	0.8960205391527599	0.8722222222222222
2	4	0.7321772639691715	0.8148148148148148
2	5	0.7382230172927847	0.824468085106383
2	6	0.7709844559585493	0.8031914893617021
2	7	0.8609904430929627	0.8609625668449198
2	8	0.892136681762042	0.851063829787234
2	9	0.8828193832599119	0.8682634730538922
3	0	0.6524633821571239	0.7967914438502673
3	1	0.74079874706343	0.8518518518518519
3	2	0.7918340026773761	0.8473684210526315
3	3	0.8994668697638994	0.8157894736842105
3	4	0.9171597633136095	0.8626373626373627
3	5	0.8351012536162006	0.824468085106383
3	6	0.9222520107238605	0.8972972972972973
3	7	0.8753229974160207	0.8877005347593583
3	8	0.9507972665148063	0.8693181818181818
3	9	0.675764192139738	0.9230769230769231
4	0	0.7429305912596401	0.8421052631578947
4	1	0.8418657565415245	0.8578947368421053
4	2	0.9309727471653073	0.8148148148148148
4	3	0.8830823737821081	0.8716577540106952
4	4	0.8858603066439523	0.8571428571428571
4	5	0.8701570680628272	0.8829787234042553
4	6	0.8640533778148457	0.8370786516853933
4	7	0.8410094637223975	0.8670212765957447
4	8	0.5659630606860159	0.8666666666666667
4	9	0.855072463768116	0.8780487804878049

tokseq	label	cv_label	cv_count	corpus_count	cv_predicted[0]	cv_predicted[1]
('professional', 'antigen', 'presenting')	None	None	0	0	0	0
('simple',)	None	None	0	0	0	0
('pigment',)	appearance	appearance	5	7	5	0
('visual', 'pigment')	role	None	0	0	0	0
('glandular',)	anatomical	appearance	3	4	2	3
('secretory',)	role	role	5	11	5	0
('exocrine',)	anatomical	anatomical	5	4	5	0
('glycosaminoglycan',)	anatomical	None	0	0	0	0
('gag',)	None	None	0	0	0	0
('gag', 'secreting')	None	None	0	0	0	0
('protein',)	None	None	0	0	0	0
('protein', 'secreting')	None	None	0	0	0	0
('zymogenic',)	None	None	0	0	0	0
('chief',)	None	None	0	4	0	0
('stomach',)	anatomical	anatomical	5	1	5	0
('gastric',)	anatomical	anatomical	5	13	5	0
('peptic',)	None	None	0	0	0	0
('pepsinogen',)	molecular signaling	None	0	0	0	0
('pepsinogen', 'secreting')	molecular signaling	None	0	0	0	0
('surfactant',)	None	None	0	0	0	0
('surfactant', 'secreting')	None	None	0	0	0	0
('club',)	appearance	appearance	5	10	5	0
('clara',)	eponym	eponym	5	4	5	0
('seromucus',)	None	None	0	0	0	0
('seromucus', 'secreting')	None	None	0	0	0	0
('chalice',)	None	None	0	0	0	0
('goblet',)	appearance	appearance	5	24	5	0
('parietal',)	anatomical	anatomical	5	6	5	0
('oxyntic',)	None	None	0	0	0	0
('endocrine',)	anatomical	anatomical	5	10	5	0
('enteroendocrine',)	anatomical	molecular signaling	5	9	0	5
('neuroendocrine',)	anatomical	molecular signaling	5	16	0	5
('chromaffin',)	appearance	root	5	14	0	5
('peptide',)	None	None	0	0	0	0
('hormone',)	role	role	5	8	5	0
('insulin',)	molecular signaling	None	0	0	0	0
('type',)	variant	variant	5	20	5	0
('type', 'B')	variant	variant	5	2	5	0
('islet',)	anatomical	root	5	9	0	5
('beta',)	None	None	0	9	0	0
('insulin-secreting',)	None	None	0	0	0	0
('core',)	anatomical	None	0	0	0	0
('glucagon-secreting',)	molecular signaling	None	0	0	0	0
('glucagon',)	molecular signaling	None	0	0	0	0
('alpha',)	None	None	0	8	0	0
('langerhan',)	eponym	eponym	5	8	5	0
('A',)	None	None	0	7	0	0
('somatostatin',)	molecular signaling	molecular signaling	5	2	5	0
('D',)	None	None	0	5	0	0
('somatostatin-secreting',)	molecular signaling	None	0	0	0	0
('delta',)	molecular signature	variant	3	4	0	5
('steroid',)	None	None	0	0	0	0
('lutein',)	role	None	0	0	0	0
('luteal',)	None	None	0	3	0	0
('corpus',)	anatomical	None	0	0	0	0
('luteum',)	None	None	0	0	0	0
('ecdysteroid',)	None	None	0	0	0	0
('testosterone',)	None	None	0	0	0	0
('testosterone', 'secreting')	None	None	0	0	0	0
('interstitial',)	anatomical	anatomical	5	22	5	0
('leydig',)	eponym	molecular signaling	3	4	2	3
('progesterone',)	molecular signaling	None	0	0	0	0
('estradiol',)	molecular signaling	None	0	0	0	0
('contractile',)	role	appearance	4	1	1	4
('myoepithelial',)	lineage	lineage	5	6	5	0
('MFB',)	None	None	0	1	0	0
('skeletal',)	anatomical	anatomical	5	19	5	0
('slow',)	None	None	0	0	0	0
('glycolytic',)	None	None	0	0	0	0
('fast',)	None	None	0	0	0	0
('SMCs',)	None	None	0	2	0	0
('cardiac',)	anatomical	anatomical	5	41	5	0
('insect',)	None	None	0	0	0	0
('flight',)	None	None	0	0	0	0
('insect', 'flight')	None	None	0	0	0	0
('pain',)	None	None	0	0	0	0
('touch',)	None	None	0	0	0	0
('auditory',)	anatomical	role	5	3	0	5
('hair',)	appearance	appearance	5	37	5	0
('sensitive',)	stimulus	None	0	0	0	0
('gravity', 'sensitive')	stimulus	None	0	0	0	0
('receptive',)	stimulus	None	0	0	0	0
('acceleration', 'receptive')	stimulus	None	0	0	0	0
('olfactory',)	anatomical	role	5	23	0	5
('odorant',)	None	None	0	0	0	0
('schultze',)	eponym	None	0	0	0	0
('schultze', "'s")	eponym	None	0	0	0	0
('pH',)	None	None	0	0	0	0
('taste',)	role	role	5	11	5	0
('bud',)	None	None	0	6	0	0
('electrically',)	None	None	0	0	0	0
('active',)	state	state	5	7	5	0
('absorptive',)	None	None	0	4	0	0
('lining',)	None	None	0	2	0	0
('boundary',)	None	None	0	0	0	0
('synovial',)	anatomical	anatomical	5	8	5	0
('barri',)	None	None	0	0	0	0
('sertoli',)	eponym	root	5	3	0	5
('insulate',)	None	None	0	0	0	0
('myelinate',)	None	None	0	5	0	0
('schwann',)	eponym	lineage	5	22	0	5
('neurilemmal',)	None	None	0	0	0	0
('motile',)	state	state	5	2	5	0
('mesodermal',)	lineage	lineage	5	3	5	0
('mesoderm',)	lineage	lineage	5	8	5	0
('endodermal',)	lineage	lineage	5	1	5	0
('endoderm',)	lineage	lineage	5	7	5	0
('anucleate',)	appearance	appearance	5	1	5	0
('non-nucleated',)	appearance	None	0	0	0	0
('nucleate',)	None	None	0	0	0	0
('binucleate',)	None	None	0	0	0	0
('multinucleate',)	appearance	appearance	5	7	5	0
('red',)	appearance	eponym	5	14	0	5
('enucleate',)	None	None	0	2	0	0
('B',)	None	None	0	11	0	0
('keratinize',)	None	None	0	0	0	0
('barrier',)	None	None	0	1	0	0
('keratinize', 'barrier')	None	None	0	0	0	0
('non', 'keratinize', 'barrier')	anatomical	None	0	0	0	0
('brush',)	appearance	appearance	5	7	5	0
('border',)	None	None	0	5	0	0
('cuboidal',)	appearance	appearance	5	1	5	0
('merkel',)	eponym	eponym	5	2	5	0
("'s",)	None	None	0	9	0	0
('transitional',)	developmental	state	4	19	1	4
('mauthner',)	eponym	None	0	0	0	0
('Rohon-Beard',)	eponym	None	0	0	0	0
('rohon',)	eponym	None	0	0	0	0
('rohon', 'beard')	eponym	None	0	0	0	0
('hatch',)	lineage	None	0	0	0	0
('gland',)	anatomical	anatomical	5	20	5	0
('extramedullary',)	anatomical	None	0	0	0	0
('eurydendroid',)	None	None	0	0	0	0
('eukaryotic',)	None	None	0	0	0	0
('uric',)	None	None	0	0	0	0
('acid',)	None	None	0	1	0	0
('accumulating',)	None	None	0	0	0	0
('uric', 'acid')	None	None	0	0	0	0
('acid', 'accumulating')	None	None	0	0	0	0
('uric', 'acid', 'accumulating')	None	None	0	0	0	0
('eumycetozoan',)	None	None	0	0	0	0
('hyphal',)	None	None	0	0	0	0
('eye',)	anatomical	None	0	0	0	0
('structural',)	None	None	0	3	0	0
('somatotrophin',)	None	None	0	0	0	0
('growth',)	developmental	developmental	5	2	5	0
('somatotropin',)	None	None	0	0	0	0
('haploid',)	developmental	developmental	5	5	5	0
('nucleated',)	appearance	root	5	3	0	5
('pole',)	None	None	0	0	0	0
('len',)	anatomical	stimulus	5	5	0	5
('crystallin',)	None	None	0	0	0	0
('crystallin', 'accumulating')	None	None	0	0	0	0
('tracheal',)	anatomical	anatomical	5	4	5	0
('metal',)	None	None	0	0	0	0
('ion',)	None	None	0	0	0	0
('accumulate',)	role	None	0	0	0	0
('metal', 'ion')	None	None	0	0	0	0
('cuprophilic',)	None	None	0	0	0	0
('copper',)	None	None	0	0	0	0
('copper', 'accumulating')	None	None	0	0	0	0
('iron',)	None	None	0	0	0	0
('keratin',)	None	None	0	0	0	0
('malpighian',)	eponym	None	0	0	0	0
('epidermis',)	anatomical	lineage	5	4	0	5
('serous',)	None	None	0	4	0	0
('serous', 'secreting')	None	None	0	0	0	0
('milk',)	role	developmental	5	4	0	5
('tear',)	None	None	0	0	0	0
('tear', 'secreting')	None	None	0	0	0	0
('sebum',)	None	None	0	0	0	0
('sebum', 'secreting')	None	None	0	0	0	0
('sweat',)	None	None	0	2	0	0
('mucus',)	None	None	0	0	0	0
('mucus', 'secreting')	None	None	0	0	0	0
('mucous',)	None	None	0	5	0	0
('alveolar',)	anatomical	anatomical	5	55	5	0
('alveolus',)	anatomical	None	0	0	0	0
('pulmonary',)	anatomical	anatomical	5	16	5	0
('lysozyme',)	None	None	0	0	0	0
('metanephric',)	anatomical	anatomical	5	2	5	0
('mesenchyme',)	lineage	lineage	5	3	5	0
('stuff',)	None	None	0	0	0	0
('glycogen',)	None	None	0	3	0	0
('glycogen', 'accumulating')	None	None	0	0	0	0
('extracellular',)	anatomical	None	0	0	0	0
('extracellular', 'matrix')	anatomical	None	0	0	0	0
('oxygen',)	None	None	0	0	0	0
('oxygen', 'accumulating')	None	None	0	0	0	0
('vegetative',)	None	None	0	0	0	0
('condensation',)	None	None	0	0	0	0
('medullary',)	anatomical	anatomical	5	14	5	0
('adrenal',)	anatomical	anatomical	5	7	5	0
('medulla',)	anatomical	anatomical	5	2	5	0
('dental',)	anatomical	anatomical	5	10	5	0
('papilla',)	anatomical	anatomical	5	3	5	0
('follicle',)	appearance	appearance	5	9	5	0
('dermal',)	anatomical	anatomical	5	18	5	0
('scleral',)	anatomical	None	0	0	0	0
('choroidal',)	anatomical	anatomical	5	2	5	0
('extraembryonic',)	developmental	lineage	5	3	0	5
('amnioserosal',)	lineage	None	0	0	0	0
('trophoblastic',)	lineage	lineage	5	1	5	0
('epiblast',)	lineage	lineage	5	4	5	0
('blastoderm',)	lineage	None	0	0	0	0
('blastemal',)	None	None	0	0	0	0
('blastema',)	anatomical	root	5	4	0	5
('multi-potent',)	None	None	0	0	0	0
('sphincter',)	None	None	0	0	0	0
('vascular',)	anatomical	anatomical	5	55	5	0
('morula',)	None	None	0	0	0	0
('gastrula',)	anatomical	None	0	0	0	0
('epidermal',)	anatomical	lineage	5	13	0	5
('sheath',)	None	None	0	2	0	0
('tormogen',)	None	None	0	0	0	0
('trichogen',)	None	None	0	0	0	0
('humidity',)	None	None	0	0	0	0
('support',)	role	role	5	13	5	0
('processing',)	None	None	0	0	0	0
('fly', 'sheath')	anatomical	None	0	0	0	0
('thecogen',)	None	None	0	0	0	0
('scolopidial', 'sheath')	anatomical	None	0	0	0	0
('scolopale',)	anatomical	None	0	0	0	0
('nephrogenic',)	anatomical	None	0	0	0	0
('ligament',)	anatomical	anatomical	5	6	5	0
('attachment',)	None	None	0	3	0	0
('tendon',)	anatomical	anatomical	5	2	5	0
('socket',)	anatomical	None	0	0	0	0
('crystal',)	None	None	0	0	0	0
('electrically', 'responsive')	stimulus	None	0	0	0	0
('procrystal',)	anatomical	None	0	0	0	0
('ganglion',)	anatomical	appearance	5	15	0	5
('signal',)	None	None	0	0	0	0
('electrically', 'signal')	None	None	0	0	0	0
('short',)	None	None	0	1	0	0
('range',)	None	None	0	0	0	0
('short', 'range')	None	None	0	0	0	0
('scolopidial',)	None	None	0	0	0	0
('long',)	None	None	0	1	0	0
('long', 'range')	None	None	0	0	0	0
('caenorhabditis',)	None	None	0	0	0	0
('hypodermal',)	anatomical	None	0	0	0	0
('polyploid',)	None	None	0	1	0	0
('diploid',)	None	None	0	1	0	0
('polytene',)	None	None	0	0	0	0
('endopolyploid',)	None	None	0	0	0	0
('arcade',)	None	None	0	0	0	0
('seam',)	None	None	0	0	0	0
('syncytial',)	lineage	appearance	5	2	0	5
('mitogenic',)	None	None	0	0	0	0
('signaling',)	None	None	0	0	0	0
('mitogenic', 'signaling')	None	None	0	0	0	0
('tip',)	None	None	0	6	0	0
('excretory',)	None	None	0	0	0	0
('pore',)	None	None	0	0	0	0
('GLR',)	None	None	0	0	0	0
('yolk',)	developmental	None	0	0	0	0
('imaginal',)	None	None	0	0	0	0
('disc',)	None	None	0	0	0	0
('imaginal', 'disc')	None	None	0	0	0	0
('xanthophore',)	None	None	0	0	0	0
('iridophore',)	None	None	0	0	0	0
('reticular',)	appearance	anatomical	3	22	2	3
('reticulum',)	anatomical	anatomical	5	2	5	0
('eccrine',)	None	None	0	0	0	0
('alkali',)	None	None	0	0	0	0
('vaginal',)	anatomical	anatomical	5	1	5	0
('lubricant',)	None	None	0	0	0	0
('lubricant', 'secreting')	None	None	0	0	0	0
('follicle', 'stimulating', 'hormone')	molecular signaling	None	0	0	0	0
('gonadotropic',)	molecular signaling	None	0	0	0	0
('pituitary',)	anatomical	anatomical	5	11	5	0
('luteinize',)	molecular signaling	None	0	0	0	0
('prolactin',)	None	None	0	0	0	0
('melanocyte', 'stimulating', 'hormone')	molecular signaling	None	0	0	0	0
('follicular',)	anatomical	appearance	5	36	0	5
('dendritic',)	appearance	appearance	5	119	5	0
('calcitonin',)	None	None	0	0	0	0
('calcitonin', 'secreting')	None	None	0	0	0	0
('obliquely',)	None	None	0	0	0	0
('striate',)	appearance	None	0	0	0	0
('apoptosis',)	None	None	0	0	0	0
('apoptosis', 'fate')	None	None	0	0	0	0
('parathyroid',)	anatomical	anatomical	5	2	5	0
('principal',)	variant	variant	5	15	5	0
('carbohydrate',)	None	None	0	0	0	0
('carbohydrate', 'secreting')	None	None	0	0	0	0
('white',)	appearance	appearance	5	11	5	0
('brown',)	appearance	eponym	5	3	0	5
('thyroid',)	anatomical	anatomical	5	3	5	0
('LC',)	None	None	0	1	0	0
('epinephrin',)	molecular signaling	None	0	0	0	0
('epinephrine',)	molecular signaling	None	0	0	0	0
('adrenaline',)	molecular signaling	None	0	0	0	0
('mineralocorticoid',)	None	None	0	0	0	0
('mineralocorticoid', 'secreting')	None	None	0	0	0	0
('amine', 'secreting')	molecular signaling	None	0	0	0	0
('biogenic', 'amine', 'secreting')	molecular signaling	None	0	0	0	0
('5-HT',)	molecular signaling	molecular signaling	5	3	5	0
('5-Hydroxytryptamine',)	molecular signaling	None	0	0	0	0
('5-Hydroxytryptamine', 'secreting')	molecular signaling	None	0	0	0	0
('serotonin',)	molecular signaling	molecular signaling	5	3	5	0
('norepinephrine',)	molecular signaling	molecular signaling	5	2	5	0
('norepinephrin',)	molecular signaling	None	0	0	0	0
('norepinephrin', 'secreting')	molecular signaling	None	0	0	0	0
('noradrenaline',)	molecular signaling	None	0	0	0	0
('noradrenergic',)	molecular signaling	molecular signaling	5	4	5	0
('glucocorticoid',)	None	None	0	0	0	0
('glucocorticoid', 'secreting')	None	None	0	0	0	0
('adepithelial',)	None	None	0	0	0	0
('acth',)	None	None	0	0	0	0
('corticotropin',)	molecular signaling	molecular signaling	5	1	5	0
('adrenocorticotrophic',)	None	None	0	0	0	0
('corticotrophin',)	None	None	0	0	0	0
('adrenocorticotropic',)	None	None	0	1	0	0
('mother',)	None	None	0	0	0	0
('digestive',)	anatomical	None	0	0	0	0
('enzyme',)	None	None	0	0	0	0
('enzyme', 'secreting')	None	None	0	0	0	0
('defensive',)	None	None	0	0	0	0
('pericardial',)	anatomical	None	0	0	0	0
('beta-basophil',)	None	None	0	0	0	0
('thyroid', 'stimulating', 'hormone')	molecular signaling	None	0	0	0	0
('chamber',)	None	None	0	0	0	0
('oxytocin',)	molecular signaling	molecular signaling	5	2	5	0
('oxytocin', 'stimulating', 'hormone')	molecular signaling	None	0	0	0	0
('vasopressin',)	molecular signaling	None	0	0	0	0
('stimulate',)	role	None	0	0	0	0
('secretin', 'stimulating', 'hormone')	molecular signaling	None	0	0	0	0
('cholecystokin',)	molecular signaling	None	0	0	0	0
('cholecystokin', 'stimulating')	molecular signaling	None	0	0	0	0
('juvenile',)	developmental	None	0	0	0	0
('bombesin',)	molecular signaling	None	0	0	0	0
('bombesin', 'stimulating')	molecular signaling	None	0	0	0	0
('TC',)	None	None	0	5	0	0
('MC(TC',)	None	None	0	0	0	0
('MCTC',)	None	None	0	0	0	0
('connective',)	anatomical	anatomical	5	3	5	0
('tissue',)	anatomical	anatomical	5	29	5	0
('MC(T',)	None	None	0	0	0	0
('MCT',)	None	None	0	0	0	0
('mucosal',)	anatomical	anatomical	5	9	5	0
('T',)	None	None	0	135	0	0
('garland',)	eponym	None	0	0	0	0
('light',)	stimulus	None	0	0	0	0
('visible', 'light')	stimulus	None	0	0	0	0
('scotopic',)	role	None	0	0	0	0
('photopic',)	stimulus	None	0	0	0	0
('CD4-positive',)	molecular signature	molecular signature	5	1	5	0
('helper',)	role	role	5	68	5	0
('T-helper',)	None	None	0	3	0	0
('UV',)	stimulus	None	0	0	0	0
('UV', 'sensitive')	stimulus	None	0	0	0	0
('blue', 'sensitive')	stimulus	None	0	0	0	0
('green', 'sensitive')	stimulus	None	0	0	0	0
('inhibitory',)	role	role	5	20	5	0
('stromal',)	lineage	lineage	5	72	5	0
('granulosa',)	appearance	root	5	21	0	5
('ovary',)	anatomical	anatomical	5	3	5	0
('type', 'D')	variant	None	0	0	0	0
('theca',)	anatomical	eponym	5	12	0	5
('enterochromaffin-like',)	molecular signaling	None	0	0	0	0
('ecl',)	None	None	0	0	0	0
('substance', 'P')	molecular signaling	None	0	0	0	0
('enkephalin',)	None	None	0	0	0	0
('enkephalin', 'secreting')	None	None	0	0	0	0
('endorphin',)	molecular signaling	None	0	0	0	0
('G',)	variant	None	0	0	0	0
('type', 'G')	variant	None	0	0	0	0
('gastrin',)	molecular signaling	None	0	0	0	0
('paneth',)	eponym	appearance	5	7	0	5
('androgen',)	None	None	0	0	0	0
('binding',)	None	None	0	0	0	0
('androgen', 'binding')	None	None	0	0	0	0
('binding', 'protein')	None	None	0	0	0	0
('androgen', 'binding', 'protein')	None	None	0	0	0	0
('binding', 'protein', 'secreting')	None	None	0	0	0	0
('satellite',)	appearance	appearance	4	9	4	1
('perineural',)	anatomical	None	0	0	0	0
('perineuronal',)	None	None	0	0	0	0
('oligodendroglial',)	lineage	root	5	2	0	5
('foam',)	None	None	0	0	0	0
('prokaryotic',)	None	None	0	0	0	0
('fungal',)	None	None	0	0	0	0
('syncytiotrophoblastic',)	lineage	None	0	0	0	0
('afferent',)	anatomical	role	5	3	0	5
('input',)	None	None	0	1	0	0
('efferent',)	anatomical	None	0	0	0	0
('output',)	None	None	0	0	0	0
('nitrergic',)	molecular signaling	molecular signaling	5	1	5	0
('cap',)	None	None	0	0	0	0
('CaP',)	None	None	0	0	0	0
('secondary',)	role	developmental	5	5	0	5
('nerve',)	anatomical	anatomical	5	1	5	0
('slowly',)	None	None	0	0	0	0
('adapt',)	None	None	0	0	0	0
('slowly', 'adapt')	None	None	0	0	0	0
('Th1',)	None	None	0	5	0	0
('1',)	variant	variant	5	31	5	0
('type', '1')	variant	variant	5	33	5	0
('T(H)-1',)	None	None	0	0	0	0
('CD4',)	molecular signature	molecular signature	5	52	5	0
('+',)	molecular signature	variant	3	33	2	3
('CD4', '+')	molecular signature	molecular signature	5	99	5	0
('Th2',)	None	None	0	3	0	0
('2',)	variant	variant	5	20	5	0
('type', '2')	variant	variant	5	25	5	0
('T(H)-2',)	None	None	0	0	0	0
('basophilic',)	lineage	appearance	5	5	0	5
('intermediate',)	developmental	variant	4	26	1	4
('polychromatic',)	None	None	0	2	0	0
('polychromatophilic',)	None	None	0	3	0	0
('unimodal',)	None	None	0	0	0	0
('orthochromatic',)	appearance	stimulus	3	2	1	4
('late',)	developmental	developmental	5	6	5	0
('pyknotic',)	None	None	0	0	0	0
('eto',)	None	None	0	0	0	0
('pyknotic', 'eto')	None	None	0	0	0	0
('eosinophilic',)	lineage	lineage	5	1	5	0
('acidophilic',)	None	None	0	0	0	0
('MkP',)	None	None	0	1	0	0
('colony-forming',)	appearance	None	0	0	0	0
('unit-megakaryocyte',)	None	None	0	0	0	0
('Meg-CFC',)	None	None	0	0	0	0
('megakaryocytic',)	lineage	root	5	1	0	5
('CFU-Meg',)	None	None	0	0	0	0
('gastrin', 'stimulating')	molecular signaling	None	0	0	0	0
('granulocyte-macrophage',)	None	None	0	4	0	0
('granulocyte/monocyte',)	None	None	0	0	0	0
('band',)	appearance	appearance	5	2	5	0
('amacrine',)	appearance	molecular signaling	5	20	0	5
('bacterial',)	None	None	0	0	0	0
('body',)	anatomical	anatomical	5	4	5	0
('angioblastic',)	lineage	None	0	0	0	0
('amine',)	None	None	0	0	0	0
('uptake',)	None	None	0	0	0	0
('decarboxylation',)	None	None	0	0	0	0
('apud',)	None	None	0	0	0	0
('parafollicular',)	appearance	appearance	5	1	5	0
('clear',)	None	None	0	0	0	0
('C',)	variant	variant	5	1	5	0
('retinal',)	anatomical	anatomical	5	40	5	0
('cornea',)	anatomical	None	0	0	0	0
('type', 'EC')	variant	None	0	0	0	0
('enterochromaffin',)	appearance	root	5	3	0	5
('kulchitsky',)	eponym	None	0	0	0	0
('argentaffin',)	None	None	0	0	0	0
('experimentally',)	None	None	0	0	0	0
('modify',)	None	None	0	0	0	0
('vitro',)	None	None	0	0	0	0
('experimentally', 'modify')	None	None	0	0	0	0
('peritoneal',)	anatomical	anatomical	5	9	5	0
('dust',)	None	None	0	0	0	0
('cold', 'sensing')	stimulus	None	0	0	0	0
('cochlear',)	anatomical	anatomical	5	3	5	0
('inner',)	anatomical	anatomical	5	15	5	0
('small',)	appearance	state	4	10	0	5
('warmth',)	None	None	0	0	0	0
('sense',)	None	None	0	0	0	0
('warmth', 'sense')	None	None	0	0	0	0
('large',)	appearance	appearance	5	9	5	0
('androgen', 'secreting')	molecular signaling	None	0	0	0	0
('sexual',)	role	None	0	0	0	0
('meiotically-derived',)	None	None	0	0	0	0
('pyramidal',)	appearance	appearance	5	22	5	0
('projection',)	role	appearance	5	10	0	5
('outer',)	anatomical	anatomical	5	9	5	0
('asexual',)	None	None	0	0	0	0
('fungal', 'asexual')	None	None	0	0	0	0
('vestibular',)	anatomical	anatomical	5	3	5	0
('BaP',)	None	None	0	0	0	0
('GABAergic',)	molecular signaling	molecular signaling	5	22	5	0
('GABA-ergic',)	molecular signaling	None	0	0	0	0
('fusion',)	None	None	0	0	0	0
('competent',)	None	None	0	0	0	0
('fusion', 'competent')	None	None	0	0	0	0
('acinic',)	anatomical	None	0	0	0	0
('acinar',)	appearance	anatomical	5	12	0	5
('acinous',)	anatomical	None	0	0	0	0
('natural',)	state	state	5	16	5	0
('killer',)	role	role	5	1	5	0
('natural', 'killer')	role	role	5	99	5	0
('NK',)	role	role	5	23	5	0
('alpha-beta',)	molecular signaling	variant	4	4	1	4
('CD8-positive',)	molecular signature	molecular signature	5	3	5	0
('olfactory', 'bulb')	anatomical	anatomical	5	8	5	0
('transport',)	None	None	0	0	0	0
('photosynthetic',)	None	None	0	0	0	0
('storage',)	None	None	0	0	0	0
('supportive',)	role	role	5	2	5	0
('labyrinth',)	anatomical	anatomical	5	1	5	0
('supporting',)	None	None	0	1	0	0
('perisinusoidal',)	anatomical	None	0	0	0	0
('ito',)	eponym	None	0	0	0	0
('hensen',)	eponym	None	0	0	0	0
('external',)	anatomical	anatomical	5	6	5	0
('limit',)	None	None	0	0	0	0
('organ',)	anatomical	anatomical	5	12	5	0
('corti',)	eponym	None	0	0	0	0
('hensen', "'s")	eponym	eponym	5	1	5	0
('claudius',)	eponym	eponym	5	2	5	0
('deiter',)	eponym	eponym	5	1	5	0
('phalangeal',)	anatomical	anatomical	5	4	5	0
('mueller',)	eponym	eponym	5	1	5	0
('muller',)	eponym	eponym	5	10	5	0
('müll',)	eponym	None	0	0	0	0
('chromophil',)	appearance	None	0	0	0	0
('anterior',)	anatomical	anatomical	5	10	5	0
('acidophil',)	appearance	None	0	0	0	0
('adenohypophysis',)	None	None	0	1	0	0
('par', 'distalis')	anatomical	None	0	0	0	0
('par',)	None	None	0	0	0	0
('lobe',)	None	None	0	2	0	0
('hypophysis',)	anatomical	None	0	0	0	0
('chromophobic',)	appearance	None	0	0	0	0
('folliculo-stellate',)	anatomical	eponym	5	2	0	5
('folliculostellate',)	None	None	0	0	0	0
('bergmann',)	eponym	eponym	5	1	5	0
('basal',)	anatomical	anatomical	3	66	3	2
('giant',)	appearance	appearance	5	15	5	0
('foreign',)	None	None	0	0	0	0
('polykaryon',)	None	None	0	0	0	0
('kidney',)	anatomical	anatomical	5	7	5	0
('JG',)	None	None	0	0	0	0
('renin',)	molecular signaling	None	0	0	0	0
('prickle',)	eponym	None	0	0	0	0
('mesangial',)	lineage	lineage	5	6	5	0
('neck',)	anatomical	anatomical	5	2	5	0
('glomerular',)	anatomical	anatomical	5	5	5	0
('visceral',)	anatomical	anatomical	5	3	5	0
('renal',)	anatomical	anatomical	5	9	5	0
('cuticle',)	anatomical	None	0	0	0	0
('eggshell',)	lineage	None	0	0	0	0
('glycocalyx',)	anatomical	None	0	0	0	0
('distal',)	anatomical	anatomical	5	8	5	0
('fenestrate',)	appearance	appearance	5	3	5	0
('window',)	None	None	0	0	0	0
('collagen',)	anatomical	None	0	0	0	0
('arc',)	None	None	0	0	0	0
('rouget',)	eponym	None	0	0	0	0
('adventitial',)	anatomical	anatomical	5	3	5	0
('primitive',)	developmental	developmental	5	8	5	0
('primordial',)	developmental	developmental	5	9	5	0
('centripetally',)	None	None	0	0	0	0
('migrate',)	None	None	0	3	0	0
('centripetally', 'migrate')	None	None	0	0	0	0
('centripetal',)	None	None	0	0	0	0
('kenyon',)	eponym	None	0	0	0	0
('stalk',)	None	None	0	4	0	0
('interfollicle',)	None	None	0	0	0	0
('commissural',)	anatomical	None	0	0	0	0
('glutamatergic',)	molecular signaling	molecular signaling	5	15	5	0
('radial',)	anatomical	anatomical	5	16	5	0
('M',)	None	None	0	5	0	0
('microfold',)	appearance	appearance	5	1	5	0
('ependymoglial',)	lineage	None	0	0	0	0
('cerebrospinal',)	anatomical	anatomical	5	4	5	0
('fluid',)	anatomical	anatomical	5	4	5	0
('R1',)	None	None	0	0	0	0
('perijunctional',)	anatomical	None	0	0	0	0
('myoendocrine',)	None	None	0	0	0	0
('R2',)	None	None	0	1	0	0
('perisynaptic',)	anatomical	molecular signaling	5	1	0	5
('terminal',)	developmental	developmental	5	6	5	0
('NGF',)	None	None	0	0	0	0
('neurogliaform',)	appearance	lineage	5	2	0	5
